,Title,Year,Length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short 
10165,"Circle, The",1925,60,NA,7.3,11,0,0,0,0,0,24.5,34.5,24.5,0,4.5,,0,0,0,0,0,0,0
10166,Circles,1998,87,NA,7.6,17,4.5,0,4.5,4.5,0,4.5,14.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
10167,Circles in a Forest,1990,95,NA,6.5,16,4.5,0,0,14.5,4.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,1,0
10168,"Circo das Qualidades Humanas, O",2000,98,NA,8.9,18,0,4.5,0,0,0,0,0,34.5,24.5,24.5,,0,0,0,0,0,0,0
10169,"Circo, El",1943,88,NA,5.3,12,0,0,4.5,0,4.5,24.5,14.5,34.5,4.5,0,,0,0,1,0,0,0,0
10170,Circuit,1995,20,NA,6.4,5,24.5,0,0,0,0,24.5,24.5,24.5,0,24.5,,0,0,0,0,0,0,1
10171,Circuit Carole,1995,70,NA,6.5,9,0,0,0,0,0,45.5,14.5,0,14.5,24.5,,0,0,0,1,0,0,0
10172,Circuit marine,2004,8,NA,6.4,12,0,0,0,0,14.5,24.5,14.5,44.5,0,0,,0,1,0,0,0,0,1
10173,"Circuit, The",2002,91,NA,2.8,71,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0
10174,Circuitry Man,1990,93,NA,4.3,177,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
10175,Circumstantial Evidence,1935,67,NA,6.2,10,0,0,0,14.5,14.5,34.5,44.5,0,0,14.5,,0,0,0,1,0,0,0
10176,Circumstantial Evidence,1945,68,NA,6.6,9,0,0,0,14.5,0,44.5,34.5,14.5,0,0,,0,0,0,1,0,0,0
10177,Circus,2000,95,NA,5.6,728,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
10178,"Circus Clown, The",1934,63,NA,6.4,22,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
10179,"Circus Queen Murder, The",1933,63,NA,6.9,5,0,0,0,0,24.5,24.5,44.5,24.5,0,0,,0,0,0,0,0,0,0
10180,Circus Redickuless,1997,88,NA,7.8,5,0,0,0,24.5,0,24.5,0,0,24.5,44.5,,0,0,0,0,1,0,0
10181,Circus Today,1926,20,NA,5.7,8,0,0,0,14.5,45.5,14.5,14.5,0,14.5,0,,0,0,1,0,0,0,1
10182,Circus Today,1940,9,NA,7,11,0,0,0,0,0,24.5,24.5,44.5,0,0,,0,1,1,0,0,0,1
10183,Circus World,1964,135,9000000,5.7,215,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
10184,Circus of Fear,1966,90,NA,5,131,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10185,Circus of Horrors,1960,88,NA,6.2,214,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
10186,Circus on Ice,1959,9,NA,1.8,13,45.5,24.5,14.5,0,0,0,0,0,0,4.5,,0,0,0,0,0,0,1
10187,Circus op stelten,1972,69,NA,7.1,5,24.5,0,0,0,0,0,44.5,44.5,0,0,,0,0,0,0,0,0,0
10188,"Circus, The",1928,71,900000,7.8,1239,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,1,0
10189,Cirkeline VIII - Klodsmus,1970,13,NA,6.4,7,0,0,0,0,0,74.5,0,14.5,0,14.5,,0,0,0,0,0,0,1
10190,Cirkeline X - Kanon-fotograf Fredrik,1970,14,NA,6.1,7,0,0,0,0,44.5,24.5,0,14.5,0,14.5,,0,0,0,0,0,0,1
10191,Cirkeline: Storbyens mus,1998,62,NA,6.5,21,4.5,0,4.5,0,0,34.5,24.5,14.5,0,4.5,,0,1,0,0,0,0,0
10192,Cirklen,1996,40,NA,1.7,26,64.5,4.5,0,0,4.5,4.5,0,0,0,14.5,,0,0,0,0,0,0,1
10193,Cirkus Buster,1961,101,NA,7.4,7,0,0,14.5,0,14.5,14.5,14.5,44.5,0,0,,0,0,0,0,0,0,0
10194,Cirkus Casablanca,1981,96,NA,5.6,45,4.5,4.5,0,14.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,1,1,0,0,0
10195,Cirkus v cirkuse,1975,131,NA,5.9,19,4.5,0,14.5,4.5,14.5,14.5,14.5,44.5,0,0,,0,0,1,0,0,0,0
10196,Cirkusrevyen 67,1967,82,NA,6.9,9,0,0,14.5,0,14.5,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
10197,Ciro norte,1998,17,NA,5.6,5,0,0,44.5,24.5,0,0,0,24.5,0,24.5,,0,0,0,0,0,0,1
10198,Cirque du Soleil: Journey of Man,2000,38,NA,7.1,178,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,1
10199,Cisarovy nove saty,1994,90,NA,6.3,9,0,0,0,14.5,14.5,24.5,44.5,0,14.5,0,,0,0,0,1,0,0,0
10200,"Cisco Kid and the Lady, The",1939,74,NA,6,12,0,0,0,24.5,4.5,24.5,14.5,14.5,0,4.5,,0,0,0,0,0,0,0
10201,"Cisco Kid, The",1931,60,NA,4.7,6,0,0,0,14.5,0,0,14.5,14.5,0,45.5,,0,0,0,0,0,0,0
10202,Cisco Pike,1972,94,NA,5.9,144,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
10203,Ciske de Rat,1955,88,NA,7.3,32,0,0,0,0,4.5,14.5,14.5,34.5,4.5,24.5,,0,0,0,1,0,0,0
10204,Ciske de Rat,1984,107,NA,7,334,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
10205,Cisza,2001,89,NA,6.2,21,0,4.5,4.5,4.5,0,4.5,14.5,24.5,0,24.5,,0,0,0,1,0,0,0
10206,"Citadel, The",1938,110,NA,7.5,246,0,4.5,0,4.5,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
10207,Citizen Black,2004,88,NA,7.8,9,0,0,0,0,0,24.5,34.5,0,0,44.5,,0,0,0,0,1,0,0
10208,Citizen Hong Kong,1999,90,NA,5,15,14.5,0,4.5,0,24.5,4.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
10209,Citizen James,2000,74,NA,8,7,0,0,0,0,14.5,0,24.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
10210,Citizen Kane,1941,119,686033,8.7,61083,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
10211,Citizen Langlois,1994,65,NA,5.9,9,24.5,14.5,0,0,14.5,0,0,34.5,0,24.5,,0,0,0,0,1,0,0
10212,Citizen Ruth,1996,102,3000000,6.8,1441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
10213,Citizen Shane,2004,59,4000,5,10,24.5,0,14.5,0,14.5,14.5,0,0,14.5,44.5,,0,0,0,0,1,0,0
10214,Citizen Tania,1989,87,NA,8,7,0,0,0,14.5,14.5,0,0,0,44.5,24.5,,0,0,0,0,0,0,0
10215,Citizen Toxie: The Toxic Avenger IV,2000,99,NA,6.5,531,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,34.5,R,1,0,1,0,0,0,0
10216,Citizen Verdict,2003,97,10000000,4.8,58,14.5,0,4.5,24.5,14.5,4.5,4.5,4.5,14.5,14.5,R,0,0,0,0,0,0,0
10217,"Citizen, The",1999,107,NA,7.2,8,0,0,0,0,14.5,0,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
10218,"Cittadino si ribella, Il",1974,105,NA,6.5,39,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
10219,City Across the River,1949,91,NA,6.2,43,0,0,0,4.5,4.5,34.5,34.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
10220,"City After Dark, Manila by Night",1980,150,NA,7.1,9,0,0,14.5,0,0,14.5,14.5,0,14.5,45.5,,0,0,0,1,0,0,0
10221,City Beneath the Sea,1953,87,NA,5,68,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,4.5,0,,1,0,0,1,0,0,0
10222,City Girl,1930,90,NA,8.7,77,0,0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,34.5,,0,0,0,1,0,1,0
10223,City Girl,1984,85,NA,6.3,9,14.5,0,14.5,14.5,14.5,0,24.5,34.5,0,0,,0,0,0,1,0,0,0
10224,City Hall,1996,111,40000000,6.1,4381,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
10225,City Heat,1984,93,NA,5,1085,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
10226,City Hunter: Ai to shukumei no Magnum,1989,87,NA,7.9,31,0,4.5,0,0,4.5,0,4.5,14.5,24.5,44.5,,1,1,0,0,0,0,0
10227,City Life,1990,251,NA,4.7,13,14.5,4.5,0,4.5,0,0,4.5,14.5,14.5,34.5,,0,0,0,0,1,0,0
10228,City Lights,1931,87,1500000,8.5,7802,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,1,1,0,1,0
10229,City Limits,1985,86,NA,2.8,209,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
10230,City Loop,2000,78,NA,5.4,55,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
10231,City Paradise,2004,3,NA,5.1,6,0,0,0,0,14.5,0,14.5,34.5,14.5,14.5,,0,1,0,0,0,0,1
10232,City Sharks,2003,90,NA,6.9,16,14.5,0,0,4.5,0,4.5,0,24.5,34.5,14.5,,0,0,1,0,0,0,0
10233,"City Slicker, The",1918,12,NA,5.3,5,0,0,0,24.5,44.5,0,44.5,0,0,0,,0,0,1,0,0,0,1
10234,City Slickers,1991,112,NA,6.7,9286,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
10235,City Slickers II: The Legend of Curly's Gold,1994,116,NA,5.1,3406,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10236,City Streets,1931,83,NA,7.2,53,4.5,0,0,0,4.5,4.5,24.5,34.5,14.5,4.5,,0,0,0,0,0,0,0
10237,City That Never Sleeps,1953,90,NA,6.7,58,0,4.5,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
10238,"City Under the Sea, The",1965,84,NA,4.9,202,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10239,City Without Men,1943,75,NA,5.4,8,14.5,0,0,0,45.5,14.5,24.5,0,0,0,,0,0,0,1,0,0,0
10240,City at Peace,1998,95,NA,3.5,13,44.5,0,4.5,0,0,0,0,0,14.5,34.5,,0,0,0,0,1,0,0
10241,City by the Sea,2002,108,60000000,6.3,4886,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
10242,City for Conquest,1940,101,NA,7.4,157,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
10243,City in Panic,1986,85,NA,4.6,12,24.5,4.5,4.5,4.5,14.5,0,14.5,0,4.5,4.5,,0,0,0,0,0,0,0
10244,City of Angels,1998,114,55000000,6.2,15333,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1,0
10245,City of Bad Men,1953,81,NA,6.3,24,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10246,City of Blood,1983,95,NA,3.4,14,24.5,45.5,0,24.5,0,0,4.5,0,0,0,,0,0,0,1,0,0,0
10247,City of Fear,1959,81,NA,6.2,25,0,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
10248,City of Ghosts,2002,116,17500000,5.6,877,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
10249,City of Gold,1957,22,NA,6.9,22,0,4.5,0,4.5,14.5,14.5,14.5,34.5,4.5,4.5,,0,0,0,0,1,0,1
10250,City of Hope,1991,129,3000000,7.3,645,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
10251,City of Industry,1997,97,8000000,5.9,1262,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
10252,City of Joy,1992,132,NA,5.9,940,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10253,"City of Little Men, The",1938,11,NA,5.6,12,0,0,0,4.5,34.5,34.5,14.5,4.5,0,0,,0,0,0,0,1,0,1
10254,City of Missing Girls,1941,74,NA,6,9,0,24.5,0,14.5,24.5,24.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
10255,City of Shadows,1955,70,NA,5.4,9,0,14.5,0,0,34.5,14.5,24.5,14.5,14.5,0,,0,0,0,1,0,0,0
10256,City of Shadows,1986,92,NA,4.7,5,44.5,0,0,44.5,0,24.5,0,0,0,0,,1,0,0,0,0,0,0
10257,City of Sin,1991,85,NA,6.5,8,14.5,0,14.5,24.5,0,24.5,0,14.5,0,14.5,,0,0,0,0,0,0,0
10258,"City of the Dead, The",1960,76,NA,6.5,419,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG-13,0,0,0,0,0,0,0
10259,City on Fire,1979,104,5300000,3.4,127,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
10260,Ciudad de Dios,2003,87,NA,7.2,42,4.5,0,0,0,4.5,4.5,4.5,4.5,44.5,24.5,,0,0,0,1,0,0,0
10261,Ciudad de M,2000,100,NA,8.2,61,4.5,0,4.5,4.5,4.5,14.5,4.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
10262,Ciudad de ciegos,1991,87,NA,7.2,9,0,14.5,0,0,0,0,44.5,34.5,14.5,0,,0,0,0,1,0,0,0
10263,"Ciudad de los prodigios, La",1999,156,NA,6.1,54,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
10264,Ciudad del sol,2003,110,NA,4.5,21,0,14.5,0,4.5,14.5,14.5,0,0,14.5,24.5,,0,0,0,1,0,0,0
10265,"Ciudad y los perros, La",1985,135,NA,8.6,80,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
10266,"Ciudad, La",1998,88,NA,6.9,118,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
10267,Ciudades oscuras,2002,113,NA,6.2,60,4.5,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
10268,"Ciutat cremada, La",1976,156,NA,4,12,0,0,14.5,4.5,34.5,4.5,24.5,4.5,0,0,,0,0,0,0,0,0,0
10269,"Civil Action, A",1998,112,60000000,6.4,6847,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
10270,Civil Brand,2002,95,500000,4.1,102,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,R,0,0,0,1,0,0,0
10271,Civility,2000,82,NA,3.7,46,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10272,Civilization,1916,78,NA,6.1,36,4.5,0,14.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
10273,Cjamango,1967,90,NA,5.4,5,0,0,0,24.5,24.5,24.5,24.5,0,0,24.5,,0,0,0,0,0,0,0
10274,Claim,2002,93,NA,5.5,42,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10275,"Claim, The",2000,115,NA,6.5,1710,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,1,0
10276,Clair de femme,1979,102,NA,6.1,82,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
10277,Claire,2001,55,NA,8,7,0,0,0,0,0,0,0,24.5,0,74.5,,0,0,0,0,0,0,0
10278,Claire Dolan,1998,95,NA,6.5,280,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
10279,Claire of the Moon,1992,107,130000,4.1,208,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,,0,0,0,1,0,1,0
10280,"Clairvoyant, The",1934,73,NA,6.7,67,0,0,0,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
10281,"Clairvoyant, The",1982,97,NA,5.2,51,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
10282,Clambake,1967,100,NA,4.6,310,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
10283,"Clan de los inmorales, El",1975,110,NA,4.7,10,0,14.5,14.5,14.5,34.5,24.5,14.5,0,14.5,0,,0,0,0,1,0,0,0
10284,"Clan des Siciliens, Le",1969,118,NA,7,540,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
10285,"Clan of the Cave Bear, The",1986,98,NA,5,1073,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
10286,"Clan, Le",2004,90,NA,7.2,40,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
10287,Clancy Street Boys,1943,66,NA,6.3,66,0,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
10288,Clancy's Kitchen,1996,52,NA,5,45,74.5,4.5,0,0,4.5,0,4.5,0,0,14.5,,0,0,1,0,0,0,0
10289,"Clandestine Marriage, The",1999,90,NA,5.7,116,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
10290,Clandestinos,1987,98,NA,7.7,8,0,0,0,0,0,14.5,14.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
10291,Clandestins,1997,98,NA,7.3,46,4.5,4.5,4.5,0,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
10292,Clando,1996,96,NA,6.1,8,0,0,0,0,0,34.5,24.5,24.5,14.5,0,,0,0,0,0,0,0,0
10293,Clara,1999,27,NA,8,6,14.5,0,0,0,0,0,14.5,0,0,64.5,,0,0,0,1,0,0,1
10294,Clara Hakedosha,1996,85,NA,7.8,149,4.5,4.5,0,4.5,4.5,14.5,4.5,24.5,14.5,34.5,,0,0,0,1,0,1,0
10295,Clara et les Chics Types,1981,110,NA,6.1,74,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
10296,Clara et moi,2004,81,NA,6.9,62,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
10297,Clara's Heart,1988,108,NA,5.8,425,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10298,"Claremont Theatre, N.Y.",1915,4,NA,3.3,9,14.5,14.5,24.5,24.5,14.5,14.5,0,14.5,0,0,,0,0,0,0,1,0,1
10299,"Clarence, the Cross-Eyed Lion",1965,92,NA,5.6,101,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
10300,Clarks,2002,22,NA,9.6,5,0,0,0,0,0,0,0,0,44.5,64.5,,0,0,1,0,0,0,1
10301,Clase z tropical,2000,6,NA,9.8,5,0,0,0,0,0,0,0,0,24.5,84.5,,1,0,1,0,0,0,1
10302,Clases de ruso,2001,20,NA,6.8,11,24.5,4.5,0,4.5,0,0,24.5,14.5,4.5,0,,0,0,0,1,0,0,1
10303,Clash,1984,100,NA,1.9,6,14.5,14.5,0,14.5,14.5,0,0,14.5,0,14.5,,0,0,0,0,0,0,0
10304,Clash by Night,1952,105,NA,7,458,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
10305,Clash by Night,1964,75,NA,6.7,6,0,0,0,0,14.5,0,84.5,0,0,0,,0,0,0,0,0,0,0
10306,Clash of the Ninjas,1986,90,NA,6.4,5,44.5,0,0,0,0,0,0,0,0,64.5,,1,0,0,0,0,0,0
10307,Clash of the Titans,1981,118,15000000,6.3,3860,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,1,0
10308,Clash of the Titans: UFC VI,1996,114,NA,8,43,4.5,0,0,0,0,4.5,14.5,14.5,4.5,45.5,,0,0,0,0,0,0,0
10309,Clash of the Wolves,1925,70,NA,6.5,19,4.5,0,4.5,0,14.5,24.5,44.5,4.5,0,4.5,,0,0,0,0,0,0,0
10310,"Clash: Westway to the World, The",2000,60,NA,7.9,128,0,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,0,0,0,0,0
10311,Class,1983,98,NA,5.3,1610,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10312,Class Act,1992,98,NA,5.1,599,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10313,Class Action,1991,110,NA,6.2,1242,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10314,Class Reunion,1972,85,NA,2.7,19,45.5,0,0,4.5,14.5,0,4.5,0,0,24.5,,0,0,0,1,0,0,0
10315,Class Reunion,1982,84,NA,3.9,348,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10316,Class of '44,1973,95,NA,5.2,130,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10317,Class of 1984,1982,98,4300000,5.5,662,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
10318,Class of 1999,1990,99,5200000,4.5,549,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
10319,Class of 1999 II: The Substitute,1994,87,NA,3.5,182,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
10320,Class of 83,2004,50,25000,9.6,20,0,4.5,0,0,0,0,0,0,0,94.5,,0,0,0,0,1,0,0
10321,"Class of Miss MacMichael, The",1978,94,NA,4,26,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,0,14.5,,0,0,1,1,0,0,0
10322,Class of Nuke 'Em High,1986,76,NA,4,634,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
10323,"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",1994,102,NA,3.7,88,24.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
10324,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,1991,100,NA,3.5,147,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
10325,"Classe de neige, La",1998,96,NA,7.1,344,4.5,4.5,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
10326,"Classe operaia va in paradiso, La",1971,125,NA,7.3,84,4.5,0,0,4.5,4.5,14.5,4.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
10327,Classe tous risques,1960,110,NA,7.2,62,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
10328,Classic Queen,1992,80,NA,9.6,39,0,0,0,0,0,0,0,14.5,14.5,74.5,,0,0,0,0,0,0,0
10329,"Claude Jutra, portrait sur film",2002,82,NA,7.2,18,4.5,0,0,0,0,4.5,34.5,34.5,4.5,14.5,,0,0,0,0,1,0,0
10330,Claude Sautet ou La magie invisible,2003,85,NA,7.6,9,0,0,0,0,0,24.5,24.5,34.5,14.5,14.5,,0,0,0,0,1,0,0
10331,Claude et Greta,1970,75,NA,4.3,9,24.5,14.5,14.5,14.5,0,14.5,14.5,0,0,24.5,,0,0,0,1,0,0,0
10332,Claudelle Inglish,1961,99,NA,5.2,25,4.5,0,4.5,14.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,0
10333,Claudia,1943,91,NA,7.5,46,0,4.5,0,0,0,4.5,24.5,34.5,14.5,14.5,,0,0,1,1,0,0,0
10334,Claudia and David,1946,78,NA,6.9,25,0,4.5,0,0,14.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
10335,Claudine,1974,95,NA,6.4,179,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
10336,Claudine's Return,1998,91,2000000,3.8,80,24.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,1,0
10337,Claustrophobia,2003,79,114000,4.2,90,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,R,0,0,1,0,0,0,0
10338,"Clavo, El",1944,99,NA,7.2,6,0,0,0,0,0,0,14.5,34.5,34.5,14.5,,0,0,0,1,0,0,0
10339,Claws,1977,100,NA,3.3,25,24.5,14.5,14.5,14.5,4.5,4.5,0,4.5,0,14.5,,0,0,0,0,0,0,0
10340,Claws for Alarm,1954,7,NA,8.4,48,4.5,0,0,4.5,0,4.5,14.5,14.5,14.5,44.5,,0,1,1,0,0,0,1
10341,Claws in the Lease,1963,6,NA,5.8,19,14.5,0,0,14.5,14.5,14.5,24.5,14.5,0,4.5,,0,1,1,0,0,0,1
10342,Clay Farmers,1988,60,NA,7.8,13,4.5,0,0,4.5,14.5,0,34.5,4.5,24.5,0,,0,0,0,1,0,0,0
10343,Clay Fields,2003,93,NA,5.4,6,34.5,0,0,0,14.5,34.5,0,0,14.5,0,,0,0,0,0,1,0,0
10344,Clay Pigeon,1971,93,NA,4.6,22,4.5,0,4.5,14.5,24.5,24.5,4.5,4.5,4.5,0,,1,0,0,1,0,0,0
10345,"Clay Pigeon, The",1949,63,NA,6.9,45,0,0,4.5,4.5,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10346,Clay Pigeons,1998,104,8000000,6.4,2658,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0
10347,Clay Pride: Being Clay in America,2001,5,NA,6.8,19,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,0,1
